epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,19399.6,0.48257,1.15567,0.81368,1.03443,0,0.56889,0.58689,0.59147,0.516,0.56615,0.5861,0.58461,0.48267,0.56522,1.47413,1.41757,1.1018,0,0.000263031,0.000263031,0.000263031
119,19563.6,0.48182,1.14421,0.81262,1.02896,0,0.58423,0.57741,0.59625,0.52162,0.58234,0.57341,0.58826,0.48716,0.56861,1.46218,1.38791,1.11304,0,0.000259938,0.000259938,0.000259938
120,19728.3,0.50224,1.20928,0.84389,1.03852,0,0.60228,0.57244,0.59835,0.5231,0.59957,0.5712,0.59336,0.49168,0.5635,1.45922,1.39684,1.10787,0,0.000256844,0.000256844,0.000256844
121,19867,0.48206,1.14093,0.7952,1.03311,0,0.55753,0.62086,0.59875,0.52533,0.54953,0.62172,0.5933,0.49237,0.56998,1.45308,1.39248,1.11146,0,0.00025375,0.00025375,0.00025375
122,20031.4,0.48257,1.15023,0.8182,1.0331,0,0.61501,0.55712,0.5973,0.52795,0.56736,0.59919,0.59428,0.49386,0.56251,1.48438,1.38418,1.10593,0,0.000250656,0.000250656,0.000250656
123,20196.1,0.48605,1.15743,0.80479,1.03778,0,0.56143,0.62702,0.5965,0.52664,0.56412,0.62701,0.59419,0.49364,0.55798,1.44602,1.41618,1.09364,0,0.000247563,0.000247563,0.000247563
124,20360.7,0.48417,1.16618,0.79259,1.03144,0,0.58905,0.59785,0.59648,0.52411,0.59363,0.59225,0.59435,0.49067,0.56444,1.47441,1.43032,1.10413,0,0.000244469,0.000244469,0.000244469
125,20525.2,0.48136,1.14673,0.80056,1.02882,0,0.60153,0.57193,0.59212,0.5172,0.61978,0.55608,0.58888,0.48539,0.5732,1.45237,1.41077,1.11443,0,0.000241375,0.000241375,0.000241375
126,20689.6,0.4832,1.15937,0.80461,1.0343,0,0.61136,0.5569,0.5899,0.51743,0.61365,0.55894,0.58587,0.48277,0.55471,1.47545,1.40491,1.09738,0,0.000238281,0.000238281,0.000238281
127,20854.2,0.47165,1.11765,0.78306,1.02682,0,0.57823,0.58466,0.59076,0.52185,0.57831,0.5849,0.58822,0.4876,0.55757,1.48235,1.42543,1.09645,0,0.000235188,0.000235188,0.000235188
128,21018.5,0.48012,1.16177,0.78542,1.03159,0,0.57644,0.60057,0.59522,0.52382,0.58039,0.60439,0.59274,0.48847,0.56029,1.46282,1.42737,1.10752,0,0.000232094,0.000232094,0.000232094
129,21183,0.48643,1.17519,0.79585,1.03744,0,0.60792,0.57944,0.59711,0.52736,0.60134,0.58821,0.5941,0.49196,0.5594,1.49998,1.43483,1.10151,0,0.000229,0.000229,0.000229
130,21347.8,0.48639,1.16482,0.78536,1.03401,0,0.60072,0.58399,0.5957,0.52329,0.60078,0.58043,0.59262,0.48747,0.56059,1.45318,1.44444,1.09695,0,0.000225906,0.000225906,0.000225906
131,21512.2,0.47672,1.13636,0.77836,1.02406,0,0.58608,0.58796,0.59331,0.51995,0.61194,0.56232,0.58694,0.48513,0.56525,1.45888,1.45667,1.10273,0,0.000222813,0.000222813,0.000222813
132,21676.6,0.47677,1.13906,0.76372,1.02453,0,0.60554,0.58286,0.59764,0.52312,0.60145,0.57988,0.5931,0.48886,0.56497,1.45313,1.41526,1.10203,0,0.000219719,0.000219719,0.000219719
133,21841.4,0.48262,1.14722,0.77466,1.03111,0,0.59333,0.59,0.59641,0.52265,0.5942,0.58579,0.59164,0.48713,0.56753,1.44731,1.41551,1.10619,0,0.000216625,0.000216625,0.000216625
134,22006,0.48249,1.17156,0.77941,1.03645,0,0.58776,0.59332,0.59647,0.52325,0.57829,0.60207,0.59181,0.48681,0.55897,1.45432,1.42667,1.09745,0,0.000213531,0.000213531,0.000213531
135,22170.5,0.46917,1.12447,0.76125,1.0209,0,0.57064,0.58596,0.58812,0.51605,0.57021,0.58426,0.586,0.48103,0.56731,1.4619,1.46448,1.10651,0,0.000210437,0.000210437,0.000210437
136,22335.2,0.46445,1.09036,0.7337,1.01328,0,0.58743,0.58764,0.59303,0.52184,0.58546,0.58526,0.59079,0.48565,0.56286,1.49228,1.45027,1.10153,0,0.000207344,0.000207344,0.000207344
137,22499.8,0.46273,1.10572,0.74537,1.01827,0,0.60011,0.57207,0.59562,0.52345,0.59824,0.57051,0.5932,0.48756,0.56886,1.45776,1.43817,1.10746,0,0.00020425,0.00020425,0.00020425
138,22664.5,0.46397,1.11337,0.74075,1.01861,0,0.61032,0.58893,0.59592,0.52191,0.60617,0.58601,0.59017,0.48652,0.56247,1.43184,1.45681,1.10109,0,0.000201156,0.000201156,0.000201156
139,22829,0.47545,1.12293,0.74886,1.02944,0,0.58119,0.6011,0.58724,0.51681,0.57917,0.59879,0.58379,0.48369,0.5672,1.42551,1.484,1.09942,0,0.000198063,0.000198063,0.000198063
140,22993.7,0.47024,1.12029,0.74587,1.02002,0,0.61238,0.57654,0.58766,0.51763,0.6108,0.57818,0.58445,0.48425,0.56333,1.42751,1.47691,1.10051,0,0.000194969,0.000194969,0.000194969
141,23158.4,0.46457,1.14035,0.74309,1.02209,0,0.59571,0.58306,0.58962,0.51919,0.59304,0.58084,0.58352,0.48395,0.56555,1.44784,1.49353,1.10324,0,0.000191875,0.000191875,0.000191875
142,23323.2,0.46897,1.1319,0.74203,1.02274,0,0.59971,0.56759,0.58652,0.51488,0.60283,0.57032,0.58332,0.48209,0.5695,1.4691,1.51936,1.11418,0,0.000188781,0.000188781,0.000188781
143,23487.7,0.46422,1.11319,0.7342,1.02376,0,0.57991,0.59225,0.58842,0.51666,0.58753,0.59051,0.58488,0.48199,0.56733,1.48259,1.49277,1.10975,0,0.000185688,0.000185688,0.000185688
144,23652.3,0.45808,1.0968,0.71516,1.01513,0,0.5491,0.61128,0.58525,0.51588,0.54887,0.6107,0.58251,0.48205,0.57376,1.49242,1.52466,1.11595,0,0.000182594,0.000182594,0.000182594
145,23816.9,0.4589,1.09922,0.71277,1.01478,0,0.61976,0.55547,0.58678,0.51764,0.61669,0.55439,0.58347,0.48312,0.56456,1.50578,1.50289,1.11278,0,0.0001795,0.0001795,0.0001795
146,23981.7,0.46663,1.12556,0.72114,1.02259,0,0.59428,0.567,0.58771,0.51856,0.59468,0.5646,0.58546,0.48672,0.56436,1.47575,1.51379,1.10761,0,0.000176406,0.000176406,0.000176406
147,24146.3,0.45433,1.06555,0.69713,1.01302,0,0.6084,0.56171,0.58919,0.52122,0.60631,0.56163,0.58557,0.48688,0.55904,1.45747,1.51476,1.09716,0,0.000173313,0.000173313,0.000173313
148,24311,0.45983,1.11132,0.71887,1.01295,0,0.58553,0.58557,0.59122,0.5245,0.59016,0.57323,0.5878,0.48874,0.55197,1.45455,1.49807,1.09126,0,0.000170219,0.000170219,0.000170219
149,24475.7,0.46079,1.10121,0.71279,1.0175,0,0.59593,0.57035,0.59082,0.52351,0.59471,0.56897,0.5867,0.48931,0.54902,1.45438,1.51903,1.08728,0,0.000167125,0.000167125,0.000167125
150,24640.3,0.45654,1.10215,0.70088,1.01097,0,0.55058,0.60965,0.58817,0.5209,0.54965,0.60838,0.58585,0.4872,0.55282,1.48678,1.51637,1.09513,0,0.000164031,0.000164031,0.000164031
151,24805,0.45367,1.08234,0.70079,1.01138,0,0.63068,0.53081,0.58286,0.51664,0.5577,0.59353,0.58145,0.48473,0.5624,1.48662,1.52211,1.10135,0,0.000160938,0.000160938,0.000160938
152,24969.6,0.45494,1.0871,0.6912,1.01103,0,0.56716,0.5908,0.58499,0.51862,0.58037,0.57435,0.58188,0.4852,0.55807,1.4584,1.52952,1.09028,0,0.000157844,0.000157844,0.000157844
153,25134.4,0.46207,1.12733,0.71725,1.01767,0,0.57341,0.58865,0.58783,0.52147,0.57623,0.58862,0.58486,0.48751,0.55055,1.4405,1.52402,1.07794,0,0.00015475,0.00015475,0.00015475
154,25299.1,0.45423,1.09708,0.6952,1.0109,0,0.63494,0.55297,0.58712,0.52055,0.63205,0.55343,0.58537,0.48575,0.55317,1.45254,1.51512,1.08703,0,0.000151656,0.000151656,0.000151656
155,25463.6,0.45475,1.10904,0.71318,1.01506,0,0.61277,0.56724,0.58771,0.52122,0.62231,0.55983,0.58577,0.48724,0.55224,1.45095,1.52328,1.08882,0,0.000148563,0.000148563,0.000148563
156,25628,0.44636,1.06737,0.67938,1.00516,0,0.60396,0.57496,0.58875,0.52261,0.59817,0.57451,0.58586,0.48768,0.55126,1.45768,1.52924,1.08564,0,0.000145469,0.000145469,0.000145469
157,25792.6,0.45594,1.10909,0.68496,1.01708,0,0.5803,0.58414,0.58642,0.51933,0.58109,0.58456,0.58321,0.48551,0.55235,1.44506,1.53549,1.08778,0,0.000142375,0.000142375,0.000142375
158,25957.2,0.44555,1.081,0.68278,1.01093,0,0.59728,0.57179,0.58331,0.51726,0.57248,0.58421,0.58181,0.48285,0.55262,1.42999,1.57126,1.08756,0,0.000139281,0.000139281,0.000139281
159,26121.7,0.44677,1.08484,0.69093,1.00689,0,0.59427,0.56408,0.58416,0.5178,0.59095,0.5642,0.57982,0.48172,0.54969,1.43573,1.57027,1.08145,0,0.000136187,0.000136187,0.000136187
160,26286.5,0.44696,1.06912,0.6776,1.00415,0,0.57002,0.5914,0.58542,0.51883,0.56858,0.59363,0.58198,0.48482,0.55823,1.43183,1.55387,1.08797,0,0.000133094,0.000133094,0.000133094
161,26451.1,0.44608,1.07111,0.68436,1.00396,0,0.62453,0.54328,0.58846,0.52016,0.56948,0.5879,0.5839,0.48509,0.56058,1.43493,1.54901,1.09046,0,0.00013,0.00013,0.00013
162,26615.7,0.44379,1.0601,0.64909,0.99984,0,0.62156,0.54839,0.58886,0.52262,0.62123,0.54034,0.58171,0.48589,0.56625,1.47141,1.54133,1.10191,0,0.000126906,0.000126906,0.000126906
163,26780.3,0.43721,1.05283,0.65985,1.00219,0,0.61013,0.55019,0.58967,0.52314,0.61837,0.54379,0.58346,0.48784,0.55822,1.48917,1.52276,1.09854,0,0.000123812,0.000123812,0.000123812
164,26945,0.44308,1.07311,0.65733,1.00491,0,0.57552,0.6002,0.59288,0.52635,0.56969,0.59408,0.58644,0.48945,0.55692,1.47417,1.52694,1.10089,0,0.000120719,0.000120719,0.000120719
