epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,9847.22,0.52256,1.20079,0.79244,1.02615,0,0.55578,0.56472,0.57118,0.48625,0.56938,0.55791,0.56937,0.47045,0.66347,1.54163,1.50565,1.14884,0,0.00025375,0.00025375,0.00025375
122,9928.38,0.53042,1.24495,0.81953,1.03491,0,0.61847,0.5311,0.57017,0.48243,0.61814,0.53538,0.56964,0.46562,0.66198,1.52302,1.48706,1.14704,0,0.000250656,0.000250656,0.000250656
123,10009.4,0.52354,1.22039,0.79275,1.02714,0,0.59186,0.54098,0.56553,0.47965,0.59255,0.54202,0.56361,0.46203,0.66182,1.55893,1.49872,1.15217,0,0.000247563,0.000247563,0.000247563
124,10090.4,0.52438,1.23657,0.7919,1.02759,0,0.56847,0.56903,0.56268,0.47976,0.58826,0.551,0.56068,0.46021,0.65902,1.54155,1.54288,1.14615,0,0.000244469,0.000244469,0.000244469
125,10171.5,0.51191,1.17483,0.77134,1.01779,0,0.59153,0.53985,0.5633,0.47988,0.59369,0.54254,0.56011,0.46066,0.66008,1.58114,1.57736,1.13537,0,0.000241375,0.000241375,0.000241375
126,10252.6,0.53271,1.24105,0.80145,1.03719,0,0.56658,0.5688,0.57155,0.48622,0.56845,0.56755,0.57442,0.46846,0.66258,1.51622,1.49811,1.1474,0,0.000238281,0.000238281,0.000238281
127,10333.7,0.51821,1.20086,0.77633,1.0245,0,0.57058,0.56355,0.56616,0.47999,0.57775,0.56657,0.56517,0.4654,0.6638,1.51854,1.54146,1.14712,0,0.000235188,0.000235188,0.000235188
128,10414.9,0.52361,1.22772,0.79377,1.02603,0,0.56529,0.57552,0.56418,0.47963,0.56653,0.57584,0.56248,0.46187,0.66076,1.52527,1.51439,1.14573,0,0.000232094,0.000232094,0.000232094
129,10495.9,0.53229,1.24053,0.78585,1.03394,0,0.56996,0.57428,0.56944,0.48755,0.56979,0.57578,0.57035,0.46819,0.66256,1.53247,1.51364,1.15181,0,0.000229,0.000229,0.000229
130,10577,0.52648,1.23589,0.78039,1.03044,0,0.59308,0.57105,0.57184,0.48472,0.59356,0.57612,0.57431,0.46746,0.66721,1.48754,1.4954,1.1541,0,0.000225906,0.000225906,0.000225906
131,10658.1,0.51655,1.22308,0.78181,1.02175,0,0.61929,0.53771,0.57441,0.48617,0.61847,0.53984,0.57379,0.46919,0.65982,1.53804,1.5044,1.15137,0,0.000222813,0.000222813,0.000222813
132,10739.2,0.51661,1.19132,0.76601,1.01982,0,0.58034,0.57313,0.57336,0.48813,0.58803,0.56674,0.57145,0.47419,0.65872,1.56262,1.50143,1.14882,0,0.000219719,0.000219719,0.000219719
133,10820.3,0.5194,1.21853,0.78792,1.02318,0,0.61243,0.54354,0.56629,0.47746,0.5909,0.56959,0.56689,0.46621,0.67103,1.51592,1.54626,1.15878,0,0.000216625,0.000216625,0.000216625
134,10901.4,0.51178,1.21214,0.78533,1.01924,0,0.58085,0.55584,0.57199,0.48179,0.58016,0.55928,0.56936,0.46586,0.66577,1.50695,1.50872,1.15966,0,0.000213531,0.000213531,0.000213531
135,10982.4,0.51024,1.19103,0.75666,1.01989,0,0.59884,0.55877,0.57692,0.49004,0.60275,0.55759,0.57448,0.47155,0.66219,1.50935,1.47539,1.14817,0,0.000210437,0.000210437,0.000210437
136,11063.5,0.50596,1.17635,0.74309,1.01399,0,0.58537,0.57486,0.57568,0.48638,0.60451,0.55452,0.5729,0.46634,0.66441,1.55302,1.46658,1.15761,0,0.000207344,0.000207344,0.000207344
137,11144.8,0.50647,1.18095,0.76407,1.01873,0,0.60841,0.56119,0.57288,0.48456,0.60544,0.55826,0.56829,0.46577,0.67751,1.53032,1.55181,1.16393,0,0.00020425,0.00020425,0.00020425
138,11225.7,0.50431,1.16297,0.74177,1.01521,0,0.59888,0.57146,0.5761,0.48582,0.60282,0.57047,0.57377,0.46972,0.66291,1.53033,1.50076,1.15238,0,0.000201156,0.000201156,0.000201156
139,11306.8,0.51421,1.1878,0.75502,1.02149,0,0.60329,0.54686,0.57025,0.48223,0.60987,0.54571,0.56799,0.46709,0.66035,1.53665,1.48424,1.1515,0,0.000198063,0.000198063,0.000198063
140,11387.7,0.50816,1.17768,0.74931,1.01694,0,0.60158,0.52967,0.56176,0.47806,0.60417,0.53424,0.55996,0.46143,0.65965,1.52476,1.5437,1.14708,0,0.000194969,0.000194969,0.000194969
141,11468.8,0.51363,1.2165,0.75657,1.02162,0,0.57111,0.56481,0.56056,0.47461,0.56398,0.57314,0.55945,0.46207,0.66499,1.5219,1.57924,1.15656,0,0.000191875,0.000191875,0.000191875
142,11550,0.51296,1.22525,0.74708,1.0209,0,0.61425,0.51998,0.56301,0.4774,0.61361,0.51936,0.55945,0.46043,0.66882,1.52646,1.55802,1.16161,0,0.000188781,0.000188781,0.000188781
143,11631.2,0.51485,1.21819,0.75158,1.02338,0,0.64514,0.50255,0.56337,0.48124,0.64345,0.50262,0.56132,0.46315,0.65925,1.50975,1.56129,1.15798,0,0.000185688,0.000185688,0.000185688
144,11712.2,0.49718,1.1668,0.72841,1.01257,0,0.58019,0.54495,0.56668,0.48035,0.58261,0.54919,0.56577,0.4652,0.65707,1.55893,1.55169,1.1562,0,0.000182594,0.000182594,0.000182594
145,11793.3,0.50732,1.17957,0.73715,1.01809,0,0.62708,0.5057,0.56391,0.48047,0.60053,0.51672,0.56266,0.46251,0.66386,1.51675,1.54636,1.15911,0,0.0001795,0.0001795,0.0001795
146,11874.5,0.50674,1.19995,0.73219,1.02073,0,0.59753,0.53267,0.56059,0.47723,0.58696,0.54337,0.55981,0.46055,0.66673,1.51156,1.57496,1.15366,0,0.000176406,0.000176406,0.000176406
147,11955.5,0.49226,1.15773,0.7177,1.0082,0,0.60633,0.5233,0.56016,0.48054,0.58671,0.54025,0.55819,0.46251,0.65822,1.55193,1.58831,1.14815,0,0.000173313,0.000173313,0.000173313
148,12036.6,0.50568,1.18771,0.73771,1.01661,0,0.57249,0.56234,0.56989,0.48397,0.57515,0.56414,0.568,0.46682,0.66455,1.54969,1.56481,1.15554,0,0.000170219,0.000170219,0.000170219
149,12117.8,0.49638,1.1552,0.72066,1.0133,0,0.63664,0.52434,0.56586,0.48296,0.63754,0.52456,0.56594,0.46793,0.65696,1.54721,1.5811,1.14676,0,0.000167125,0.000167125,0.000167125
150,12198.9,0.50096,1.18012,0.72518,1.01565,0,0.5931,0.54464,0.56324,0.47853,0.59519,0.54718,0.56252,0.46369,0.66205,1.57116,1.60263,1.1417,0,0.000164031,0.000164031,0.000164031
151,12280.2,0.49724,1.17666,0.72092,1.01034,0,0.60828,0.52086,0.55985,0.47617,0.60974,0.51999,0.55628,0.46085,0.64792,1.56229,1.62278,1.1284,0,0.000160938,0.000160938,0.000160938
152,12361.3,0.495,1.15941,0.72147,1.00812,0,0.6039,0.54105,0.56264,0.47947,0.60033,0.54254,0.5579,0.46204,0.65446,1.56148,1.59111,1.1405,0,0.000157844,0.000157844,0.000157844
153,12442.4,0.49219,1.15772,0.70857,1.00574,0,0.57719,0.566,0.56978,0.4824,0.57664,0.56535,0.56756,0.46755,0.66353,1.52104,1.58431,1.15281,0,0.00015475,0.00015475,0.00015475
154,12523.4,0.49839,1.16054,0.71367,1.01373,0,0.63291,0.52697,0.57485,0.48753,0.63507,0.52811,0.5736,0.47043,0.6577,1.51232,1.56524,1.15729,0,0.000151656,0.000151656,0.000151656
155,12604.6,0.4979,1.17363,0.72134,1.01339,0,0.63301,0.53508,0.57635,0.49112,0.63551,0.5402,0.57826,0.47409,0.65761,1.50475,1.57084,1.15198,0,0.000148563,0.000148563,0.000148563
156,12685.6,0.49551,1.16165,0.69848,1.01142,0,0.58628,0.56338,0.56694,0.48321,0.5859,0.56235,0.56492,0.46544,0.66792,1.51132,1.60107,1.15854,0,0.000145469,0.000145469,0.000145469
157,12766.7,0.49035,1.17105,0.70808,1.00811,0,0.59239,0.55074,0.56302,0.48033,0.58801,0.55021,0.55845,0.4622,0.65959,1.50436,1.62734,1.14405,0,0.000142375,0.000142375,0.000142375
158,12847.6,0.49292,1.15807,0.69697,1.00767,0,0.57966,0.5628,0.56708,0.48304,0.57366,0.56642,0.56454,0.4651,0.64877,1.52857,1.59955,1.13643,0,0.000139281,0.000139281,0.000139281
159,12928.5,0.49009,1.14301,0.69617,1.00566,0,0.59968,0.55186,0.57144,0.4863,0.59253,0.56511,0.56972,0.46935,0.65746,1.52802,1.58411,1.14754,0,0.000136187,0.000136187,0.000136187
